From,To
 Q2M3R5,P54219
 Q9NVC3,P54219
 Q9NP94,P54219
 Q9NRQ5,P54219
 B2RUZ4,P54219
 P32856-2,P54219
 Q9UNK0,P54219
 P02786,P54219
 A0PK00,P54219
 Q5BJH2-2,P54219
 Q9Y6G1,P54219
 Q9NUH8,P54219
 Q969S6,P54219
 A2RU14,P54219
 Q8WW34-2,P54219
 Q69YG0,P54219
 Q9H2L4,P54219
 Q6PI78,P54219
 Q8N2M4,P54219
 O95183,P54219
 Q9BSR8,P54219
 Q96EC8,P54219
P54252,Q9H7C9
 Q6PCB6,P54252
 Q6UY14-3,P54252
 O43488,P54252
 Q9NP61,P54252
 Q14CB8,P54252
 Q9Y575-3,P54252
 Q96FT7-4,P54252
 P06276,P54252
 Q96G97-4,P54252
 Q6UWD8,P54252
 Q8N865,P54252
 P29466-3,P54252
 P42574,P54252
 Q96LX7-5,P54252
 P40227,P54252
 Q5VV42,P54252
 Q16740,P54252
 Q02930-3,P54252
 Q8IUI8,P54252
 Q9H816,P54252
 Q9P1A6-3,P54252
 P50570-2,P54252
 Q3B7T1,P54252
 Q01844,P54252
 Q01844-3,P54252
 Q01844-4,P54252
 O15287,P54252
 P23142-4,P54252
 Q9UHY8,P54252
 Q3SYB3,P54252
 P06241-3,P54252
 Q8TB36,P54252
 Q9H8Y8,P54252
 O75409,P54252
 P68431,P54252
 Q969S8,P54252
 O75330-3,P54252
 P22692,P54252
 Q16891,P54252
 Q9Y2M5,P54252
 Q9BYZ2,P54252
 Q9UPM6,P54252
 Q9UDY8-2,P54252
 Q9H8H3,P54252
 O94851,P54252
 A4FUJ8,P54252
 Q13064,P54252
 Q9Y483-4,P54252
 Q8WY64,P54252
 Q15466,P54252
 Q8NFH3,P54252
 Q96DC9,P54252
 Q96DC9-2,P54252
 Q9BWI9,P54252
 Q8N3R9,P54252
 Q9NVD7,P54252
 Q9HBE1-4,P54252
 O15530-4,P54252
 Q9BSU1,P54252
 O75925,P54252
 P42336,P54252
 Q03405-2,P54252
 Q8NBT0,P54252
 P17612,P54252
 P51665,P54252
 P54725,P54252
 Q9NS23-4,P54252
 Q93062-3,P54252
 Q6ZNA4-2,P54252
 Q96EP0,P54252
 Q8N5Z7,P54252
 Q8TBK5,P54252
 Q66K80,P54252
 P16581,P54252
 P50454,P54252
 Q8IVP1,P54252
 Q9NQ40,P54252
 O95416,P54252
 Q99932-2,P54252
 Q8IUW3,P54252
 Q9NRP7,P54252
 Q8TDW5-2,P54252
 Q9Y458,P54252
 O95551,P54252
 Q9Y4R8,P54252
 Q15554-4,P54252
 Q8IYF3-3,P54252
 Q8NA77,P54252
 P37173,P54252
 Q9BXR5,P54252
 Q9UMX0,P54252
 P13051-2,P54252
 Q92995,P54252
 P55072,P54252
 Q8NEZ2,P54252
 Q15007-2,P54252
 Q9H0M0,P54252
 Q9H4I2-2,P54252
 Q96NC0,P54252
 Q8N895,P54252
 P54252-1,P54252
 Q14457,P54252
 P54257,P54252
 P0CG48,P54252
 O60260,P54252
P54253,Q969K4
 Q13444-2,P54253
 Q5TGY3,P54253
 P54819,P54253
 P31749,P54253
 Q9H553,P54253
 Q8IWZ3-2,P54253
 Q8IWZ3-3,P54253
 P39687,P54253
 P13928,P54253
 O43747-2,P54253
 P63010-2,P54253
 P05067,P54253
 Q8N6T3-3,P54253
 Q03989,P54253
 Q0P5N6,P54253
 Q8WXK3,P54253
 Q9Y575-3,P54253
 Q96DX5-3,P54253
 Q96FT7-4,P54253
 P18847,P54253
 Q9H0Y0,P54253
 P06576,P54253
 P30049,P54253
 P24539,P54253
 P61421,P54253
 P15313,P54253
 P54253,P54253
 Q99700,P54253
 Q99700-5,P54253
 O95816,P54253
 Q9UQB8-6,P54253
 Q14457,P54253
 O14503,P54253
 Q6AI39,P54253
 O43684,P54253
 Q5SWW7,P54253
 Q6P1W5,P54253
 Q9NUB4,P54253
 Q9BVC5,P54253
 Q5SZD1,P54253
 Q14012,P54253
 P22681,P54253
 Q9ULV8,P54253
 Q9NPC3,P54253
 O75909,P54253
 O75909-2,P54253
 P48643,P54253
 P40227,P54253
 Q9UJX2,P54253
 Q8NHZ8,P54253
 Q7Z7K6,P54253
 Q8NHQ1-3,P54253
 P23528,P54253
 Q96RK0,P54253
 Q14011,P54253
 Q9NSE2,P54253
 P38432,P54253
 Q86WV2,P54253
 Q8N684,P54253
 Q8N684-3,P54253
 P46108,P54253
 P46108-2,P54253
 Q8IUI8,P54253
 O43186,P54253
 P53672,P54253
 P56545-3,P54253
 Q13619,P54253
 Q9NTM9,P54253
 Q5D0E6-2,P54253
 Q13117-3,P54253
 Q15038,P54253
 Q8WV16-4,P54253
 O75935-2,P54253
 Q5TDH0-2,P54253
 Q8NDP9,P54253
 O60479,P54253
 Q09013,P54253
 Q96EY1,P54253
 Q96EY1-3,P54253
 Q9UDY4,P54253
 Q86Y13,P54253
 Q3B7T1,P54253
 O95967,P54253
 O14602,P54253
 P20042,P54253
 O00303,P54253
 Q14240-2,P54253
 Q9NRA8,P54253
 Q15717,P54253
 O00472,P54253
 Q8TE02,P54253
 Q32P44,P54253
 Q8TC29,P54253
 O95208-2,P54253
 Q13216-2,P54253
 Q6NXG1,P54253
 Q6NXG1-3,P54253
 O43909,P54253
 P0C7A2-2,P54253
 Q92567-2,P54253
 Q9NSD9,P54253
 P14324,P54253
 Q9UHY8,P54253
 P26885,P54253
 Q8TBE3,P54253
 Q96NZ1,P54253
 P02792,P54253
 P06241,P54253
 P06241-3,P54253
 Q06547-2,P54253
 F2Z2M7,P54253
 P28676,P54253
 Q9UKD1,P54253
 Q9H8Y8,P54253
 Q9UKJ3,P54253
 Q93079,P54253
 P15822,P54253
 Q8WVV9-3,P54253
 P09017,P54253
 P37235,P54253
 Q9UBD0,P54253
 Q96LI6,P54253
 P0DMV8,P54253
 P11142,P54253
 P80217-2,P54253
 Q8IY31-3,P54253
 P29218-3,P54253
 Q6DN90-2,P54253
 P53990,P54253
 P53990-2,P54253
 P53990-3,P54253
 O14713,P54253
 Q92993,P54253
 Q92993-2,P54253
 Q9NVX7-2,P54253
 Q96SI1-2,P54253
 P57682,P54253
 Q13887,P54253
 Q53G59,P54253
 Q6TDP4,P54253
 Q9Y2M5,P54253
 Q8N4N3-2,P54253
 P60329,P54253
 Q3SY46,P54253
 Q8IUB9,P54253
 Q8IUC2,P54253
 Q9BYQ4,P54253
 Q96JM7-2,P54253
 Q14847-2,P54253
 O95447,P54253
 Q9BYZ2,P54253
 Q6DKI2,P54253
 Q9UPM6,P54253
 Q8N0U6,P54253
 Q8TBB1,P54253
 Q8N448,P54253
 Q6UWE0,P54253
 Q86VM6,P54253
 Q9NR56-5,P54253
 Q96RN5-2,P54253
 Q9H7H0,P54253
 Q9H7H0-2,P54253
 Q8N6F8,P54253
 Q8TDB4,P54253
 A4FUJ8,P54253
 Q9BUB5,P54253
 O95396,P54253
 Q8N594,P54253
 Q9Y605,P54253
 Q96HT8,P54253
 O43776,P54253
 O76041,P54253
 Q86SG6,P54253
 Q12986,P54253
 P23511-2,P54253
 Q5HYW2,P54253
 Q9UBE8,P54253
 O00746,P54253
 P56597,P54253
 Q15738,P54253
 O43809,P54253
 Q8NFH3,P54253
 O15381-5,P54253
 Q02218,P54253
 Q96FW1,P54253
 Q6GQQ9-2,P54253
 P32243-2,P54253
 Q6VY07,P54253
 Q495U3,P54253
 Q9BR81,P54253
 P22061-2,P54253
 Q9NV79,P54253
 Q96HC4,P54253
 Q13113,P54253
 P12955,P54253
 O00541,P54253
 Q9NRX4,P54253
 O75925,P54253
 Q13492-3,P54253
 P42336,P54253
 Q9P1W9,P54253
 Q96J94,P54253
 O15496,P54253
 Q9HAU0,P54253
 Q6ZR37,P54253
 Q494U1-3,P54253
 O43660-2,P54253
 Q7Z3K3,P54253
 Q9P1U0,P54253
 Q96HA1-2,P54253
 Q6ZMI0-5,P54253
 O60828,P54253
 Q13162,P54253
 P17612,P54253
 O60260-5,P54253
 Q6P2Q9,P54253
 P86479,P54253
 P86480,P54253
 P48634,P54253
 Q5JSZ5,P54253
 Q5JSZ5-5,P54253
 P25786,P54253
 P25789,P54253
 P28070,P54253
 P28062-2,P54253
 P17980,P54253
 P41222,P54253
 Q15032-2,P54253
 Q9NS91,P54253
 P54725,P54253
 Q9Y620,P54253
 Q8WZA2-3,P54253
 Q13702-2,P54253
 Q09028,P54253
 Q9BYM8,P54253
 Q9NWB1,P54253
 Q9NWB1-5,P54253
 O43251,P54253
 O43251-10,P54253
 Q96I25,P54253
 Q06330,P54253
 Q93062,P54253
 Q93062-3,P54253
 Q15293,P54253
 Q04864,P54253
 Q04864-2,P54253
 Q8TAI7,P54253
 Q9BQY4,P54253
 Q9H871,P54253
 Q6ZNA4-2,P54253
 Q9ULX5,P54253
 Q8WU17,P54253
 Q96D59,P54253
 Q99496,P54253
 Q96EP0,P54253
 Q9H0F5-2,P54253
 P27635,P54253
 P61313,P54253
 Q07020,P54253
 P84098,P54253
 P35268,P54253
 P39019,P54253
 P46782,P54253
 Q8N488,P54253
 Q8N6K7-2,P54253
 Q9NR31,P54253
 O00560,P54253
 P50454,P54253
 Q15637-4,P54253
 Q12874,P54253
 Q15393,P54253
 Q2NKQ1-4,P54253
 Q8IUQ4-2,P54253
 Q8N196,P54253
 P63208,P54253
 Q86UW1,P54253
 Q9NSD5-3,P54253
 Q96GM5,P54253
 O95721,P54253
 Q96DI7,P54253
 P14678,P54253
 P62316,P54253
 P62318,P54253
 Q9UPU3,P54253
 O95416,P54253
 P41225,P54253
 Q99932-2,P54253
 Q8IUW3,P54253
 P61009,P54253
 Q13501,P54253
 P36956,P54253
 Q969X2,P54253
 Q6ZMT1,P54253
 O75886,P54253
 O95630,P54253
 P55854,P54253
 Q8NEM7,P54253
 Q9NX95,P54253
 Q9NX95-5,P54253
 Q92609,P54253
 Q9BZK7,P54253
 Q16650,P54253
 Q96SF7,P54253
 Q9Y458,P54253
 O15273,P54253
 Q8N8B7-2,P54253
 P28347-2,P54253
 Q96IP4,P54253
 Q96A09,P54253
 Q15554-4,P54253
 P37173,P54253
 O95411,P54253
 Q08117,P54253
 Q9NV96-2,P54253
 Q71RG4-4,P54253
 Q13829,P54253
 Q9H0E2,P54253
 O94842,P54253
 P06753,P54253
 P06753-2,P54253
 Q8N7U7-2,P54253
 Q12933,P54253
 P36406,P54253
 Q13049,P54253
 O00635,P54253
 L8E9Q5,P54253
 Q86WT6-2,P54253
 Q86UV6-2,P54253
 Q9C026,P54253
 Q15654,P54253
 Q86WV8,P54253
 Q6DKK2,P54253
 Q8WVJ9,P54253
 Q01081,P54253
 P26368,P54253
 Q9BSL1,P54253
 Q969T4,P54253
 P63279,P54253
 Q7KZS0,P54253
 Q13404,P54253
 O94941,P54253
 Q9NRR5,P54253
 O75604-3,P54253
 Q70CQ3,P54253
 P62068,P54253
 Q70EL1,P54253
 Q70EL1-9,P54253
 P55072,P54253
 O75351,P54253
 P62760,P54253
 Q96N03,P54253
 Q9GZS3,P54253
 Q9BRX9,P54253
 P31946,P54253
 P62258,P54253
 Q04917,P54253
 P27348,P54253
 P63104,P54253
 Q9H869,P54253
 Q9H869-2,P54253
 A0A0C4DGF1,P54253
 O43298,P54253
 Q96K80,P54253
 Q86WB0-2,P54253
 Q9UKY1,P54253
 Q9H4I2-2,P54253
 Q96NC0,P54253
 O95789-4,P54253
 Q8N554,P54253
 Q8N895,P54253
 Q96MN9,P54253
 Q96MN9-2,P54253
 Q8N988-2,P54253
 Q8NBB4-2,P54253
 Q2QGD7,P54253
 Q9H669,P54253
 Q9Y649,P54253
P54257,Q8WTP8-2
 Q8N157,P54257
 P54252-1,P54257
 Q8TAB5,P54257
 Q53TS8,P54257
 Q8IYE1,P54257
 Q07002,P54257
 Q9Y247,P54257
 P60520,P54257
 P56524-2,P54257
 O14964,P54257
 P09067,P54257
 A6NI15,P54257
 Q16512,P54257
 Q6NYC8,P54257
 Q8WWY3,P54257
 Q8TCX5,P54257
 Q9BWG6,P54257
 Q6P2D0,P54257
 Q96NC0,P54257
 Q15973,P54257
 Q9ULM2,P54257
 Q7Z3I7,P54257
 Q86XF7,P54257
 Q5T619,P54257
 Q9Y2P0,P54257
 P42858,P54257
P54259,Q12805
 O95967,P54259
 P46934,P54259
 Q9HAU0,P54259
 P61289,P54259
 Q9NWB1,P54259
 Q9P2R6,P54259
 Q15654,P54259
 P61964,P54259
 P46937,P54259
P54274,Q9BWD1
 Q03154,P54274
 Q01433,P54274
 P49418,P54274
 Q13315,P54274
 P54132,P54274
 Q6P2H3,P54274
 Q9BR76,P54274
 P53674,P54274
 Q14894,P54274
 Q96C57,P54274
 Q9UMR2,P54274
 Q9BUQ8,P54274
 O00148,P54274
 P25685,P54274
 O43598,P54274
 Q9H4G0,P54274
 Q9UKT5-1,P54274
 P07332,P54274
 P48637,P54274
 P14317,P54274
 Q96MH2,P54274
 Q93099,P54274
 P17066,P54274
 Q14145,P54274
 Q8TBB5,P54274
 P07195,P54274
 Q6UWE0,P54274
 Q15691,P54274
 P40925,P54274
 Q9BU76,P54274
 P26038,P54274
 P55209,P54274
 P07196,P54274
 Q9UGY1,P54274
 Q9Y5A7,P54274
 Q9UNF0,P54274
 O96013,P54274
 P12955,P54274
 Q96BK5,P54274
 O15355,P54274
 Q06830,P54274
 P30041,P54274
 P54829,P54274
 P0DJD3,P54274
 O94761,P54274
 Q8N5U6,P54274
 Q9H6T3,P54274
 P84098,P54274
 O95197,P54274
 Q9Y3L3,P54274
 Q9NUL5,P54274
 O76070,P54274
 P35610,P54274
 P19623,P54274
 Q8WVM7,P54274
 O00267,P54274
 P43405,P54274
 Q8NA31,P54274
 Q9NWX6,P54274
 Q9BSI4,P54274
 Q9BSI4-3,P54274
 P29401,P54274
 O95271,P54274
 Q9H2K2,P54274
 O14787,P54274
 P60174,P54274
 Q9NXH9,P54274
 Q13509,P54274
 P23381,P54274
 O76024,P54274
 PRO_0000037315 [P0C6X7],P54274
 Q9NR81,P54274
 P55212,P54274
 G5E9A7,P54274
 Q86X45,P54274
 P22607,P54274
 Q53GS7,P54274
 Q14957,P54274
 P06396,P54274
 O00291,P54274
 P30519,P54274
 P01112,P54274
 Q96MP8-2,P54274
 P13473-2,P54274
 P02545,P54274
 Q8IVT2,P54274
 P35240,P54274
 Q96CV9,P54274
 Q15004,P54274
 P62826,P54274
 Q9Y371,P54274
 Q7Z699,P54274
 P31948,P54274
 Q9UMX0,P54274
P40692,P54277
 P51808,P54277
P40692,P54278
 O15350,P54278
 Q6FHY5,P54278
P54284,Q9H1P6
 Q13936,P54284
 Q8TAP6,P54284
 Q6FI81,P54284
 P56545-3,P54284
 P55040,P54284
 P50221,P54284
 Q5JR59-3,P54284
 Q15477,P54284
O75923,P54296
P41181,P54315
 Q8NFU1,P54315
 P11912,P54315
 Q9HA82,P54315
 Q7Z7G2,P54315
 P00387,P54315
 Q15125,P54315
 Q5JX71,P54315
 O15552,P54315
 Q8TB36,P54315
 P48165,P54315
 O95377,P54315
 Q8TDT2,P54315
 O15529,P54315
 Q8TED1,P54315
 Q7Z5P4,P54315
 P48051,P54315
 A8MZ59,P54315
 Q8N386,P54315
 Q8NI22,P54315
 Q6FHY5,P54315
 P15941-11,P54315
 Q9Y375,P54315
 O14524-2,P54315
 O00623,P54315
 Q86VR2,P54315
 Q3KNW5,P54315
 P54219-3,P54315
 O95436-2,P54315
 Q9NQQ7-3,P54315
 Q9NP94,P54315
 P30825,P54315
 Q16623,P54315
 Q9NUH8,P54315
 Q96Q45-2,P54315
 Q6ZT21,P54315
 Q9Y320,P54315
 P19075,P54315
P30556,P54368
P54577,Q86SG2
 Q96DX5-3,P54577
 Q8WXF7,P54577
 Q14781-2,P54577
 Q5M9N0-2,P54577
 Q8NHQ1-3,P54577
 Q9UNS2,P54577
 Q9H3K2,P54577
 P37235,P54577
 Q9UBF1,P54577
 Q8N7B6-2,P54577
 P09874,P54577
 O75925,P54577
 Q6P1M0-2,P54577
 Q8IYM2,P54577
 Q99932-2,P54577
 Q8IYN2,P54577
 P17024,P54577
 Q86V28,P54577
P54578,Q08209
P54619,Q6P1W5
 P55212,P54619
 P35520,P54619
 Q14145,P54619
 Q07627,P54619
 P60412,P54619
 P60370,P54619
 Q9BQ66,P54619
 Q9BYR5,P54619
 Q9BYQ4,P54619
 Q9BYQ0,P54619
 P50221,P54619
 Q6FHY5,P54619
 P26367,P54619
 Q9H8W4,P54619
 Q13131,P54619
 P54646,P54619
 Q9Y478,P54619
 O43741,P54619
 O75400-2,P54619
 Q969V4,P54619
 Q13829,P54619
P54646,Q8IZP0-5
 Q9NYB9,P54646
 Q9NYB9-2,P54646
 Q13155,P54646
 Q9ULX6,P54646
 A2BDD9,P54646
 Q9Y2J4,P54646
 Q9NYG5-2,P54646
 Q92624,P54646
 Q96B67,P54646
 Q5T686,P54646
 Q9P1Z2,P54646
 Q13137,P54646
 P0C7W6,P54646
 Q9NPC3,P54646
 Q00587-2,P54646
 Q01850,P54646
 O14627,P54646
 Q8N684-3,P54646
 O75638-2,P54646
 A8MQ03,P54646
 Q9NQM4,P54646
 P50570,P54646
 Q92997,P54646
 Q9Y6C2-2,P54646
 O95208-2,P54646
 Q53EP0-3,P54646
 Q6FG41,P54646
 O75420,P54646
 P08151,P54646
 Q08379,P54646
 Q9NYA3,P54646
 O75791,P54646
 P28799,P54646
 Q6NT76,P54646
 Q8IX15-3,P54646
 Q13422-7,P54646
 Q9UKT9,P54646
 Q719H9,P54646
 Q7L273,P54646
 Q86T90,P54646
 Q96L93-6,P54646
 Q5T7B8-2,P54646
 Q9BVG8,P54646
 P08779,P54646
 Q15323,P54646
 Q8IUG1,P54646
 P60411,P54646
 Q96JM7,P54646
 Q96JM7-2,P54646
 P80188,P54646
 Q9BRK4,P54646
 Q13064,P54646
 Q6PF18,P54646
 Q9Y605,P54646
 Q5JR59-3,P54646
 P12524-2,P54646
 Q15742,P54646
 Q7Z6G3-2,P54646
 Q15233-2,P54646
 Q7Z3S9,P54646
 Q96F24,P54646
 Q86Y26,P54646
 Q494U1-3,P54646
 Q7Z5V6-2,P54646
 Q9NQX0,P54646
 Q9Y478,P54646
 O43741,P54646
 P54619,P54646
 P31321,P54646
 P41219,P54646
 Q86YV0,P54646
 Q93062,P54646
 Q04864-2,P54646
 Q8HWS3,P54646
 Q9Y3C5,P54646
 Q9UJW9,P54646
 Q15477,P54646
 Q9H6Q3,P54646
 Q5JUK2,P54646
 O43609,P54646
 Q6ZMT1,P54646
 Q15831,P54646
 P15884,P54646
 Q96CG3,P54646
 Q08117,P54646
 Q08117-2,P54646
 Q15645,P54646
 Q15654,P54646
 Q9Y3Q8,P54646
 O75385,P54646
 Q9Y6N9-4,P54646
 Q495M9,P54646
 Q8N6Y0,P54646
 Q9UK41-2,P54646
 Q9H9H4,P54646
 Q8N1B4,P54646
 O76024,P54646
 O00308,P54646
 Q96BR9,P54646
 Q9H0C1,P54646
 Q9UDV6,P54646
 Q8NF99,P54646
 Q3MJ62,P54646
 Q9WTK7,P54646
P54652,Q6DHV7-2
 Q96MA6,P54652
 Q66PJ3-4,P54652
 Q96DX5,P54652
 Q9UBL3,P54652
 Q96FT7-4,P54652
 O95429,P54652
 Q8TBE0,P54652
 Q9NNX6-10,P54652
 Q9Y4F5-3,P54652
 Q8WUX9,P54652
 Q96EY1-3,P54652
 A0A024RCP2,P54652
 Q92782-2,P54652
 Q53R41,P54652
 Q9NSA1,P54652
 P15407,P54652
 Q06547-2,P54652
 Q06547-3,P54652
 Q9NZL4,P54652
 P42858,P54652
 Q0VD86,P54652
 Q8N5Z5,P54652
 Q6P597,P54652
 A0A0C4DGV4,P54652
 Q92615,P54652
 Q99683,P54652
 P30301,P54652
 Q13562,P54652
 Q6GQQ9-2,P54652
 Q8N2H9-4,P54652
 O15534,P54652
 Q58EX7-2,P54652
 Q5SXH7-1,P54652
 Q14181,P54652
 Q9H1D9,P54652
 P79522,P54652
 Q92530,P54652
 Q9HD47-3,P54652
 Q9NUC0,P54652
 Q9UHI5,P54652
 O14544,P54652
 Q7Z6I5,P54652
 Q496A3,P54652
 P05455,P54652
 O60506-4,P54652
 Q7Z7C8-2,P54652
 Q8N0U2,P54652
 O00635,P54652
 O60636,P54652
 P49459,P54652
 Q9NX94,P54652
 Q9BRR0,P54652
 Q15973,P54652
 Q8WUU4,P54652
 Q9BYN7-2,P54652
 Q3KNS6-3,P54652
 Q96BE0,P54652
P54687,P55212
 O75190-2,P54687
 O14645,P54687
 P22607,P54687
 P06396,P54687
 O14901,P54687
 P13473-2,P54687
 O75400-2,P54687
P54709,Q4LDR2
 Q0VAQ4,P54709
 P27105,P54709
 Q9Y2Y6,P54709
P54710,Q9Y282
 O43765,P54710
P54725,Q6AI12
 Q9NP61,P54725
 P54253,P54725
 P54252,P54725
 Q4VBR4,P54725
 Q8N137,P54725
 P48730-2,P54725
 Q15038,P54725
 P68104,P54725
 P26378-2,P54725
 B7ZLH0,P54725
 P42858,P54725
 P06756,P54725
 P59991,P54725
 Q9H8M7,P54725
 Q9UHC7,P54725
 Q15843,P54725
 Q96IV0,P54725
 Q8TBJ4,P54725
 Q07869,P54725
 Q13200,P54725
 P55036,P54725
 Q9UJ41-4,P54725
 Q04864-2,P54725
 Q6NTF9-3,P54725
 Q9H4P4,P54725
 P62979,P54725
 Q16586,P54725
 Q8NCS7,P54725
 Q13501,P54725
 O43463,P54725
 P21580,P54725
 Q12933,P54725
 Q13114,P54725
 Q9Y228,P54725
 O00463,P54725
 Q9Y4K3,P54725
 Q9HCM9-2,P54725
 Q86XT4,P54725
 Q9BYV2,P54725
 Q9BYV6-2,P54725
 Q9BZR9,P54725
 Q15654,P54725
 P62987,P54725
 Q9UHD9,P54725
 Q04323-2,P54725
 Q96RL1-2,P54725
 Q9UHP3,P54725
 P25490,P54725
 Q9HCK0,P54725
 Q8NCP5,P54725
 Q96BR9,P54725
 Q6FIF0,P54725
 Q9JI78,P54725
P54727,Q16186
 P19447,P54727
 O00291,P54727
 Q9UHC7,P54727
 Q96IV0,P54727
 Q96PV4,P54727
 P78424,P54727
 P55036,P54727
 Q9UHX1,P54727
 Q9UHX1-2,P54727
 Q92681,P54727
 Q86VP1,P54727
 Q8TBC4,P54727
 P0CG47,P54727
 P0CG48,P54727
 Q9UHD9,P54727
 Q9UHP3,P54727
 P45974,P54727
 P08670,P54727
 Q01831,P54727
 P0DTC9,P54727
 P24610,P54727
P42858,P54750
P37235,P54753
 O75031,P54753
P52799,P54760
 P01588,P54760
P54762,Q13322
 P62993,P54762
 Q14451,P54762
 P52803,P54764
 P52799,P54764
 Q15768,P54764
P54253,P54819
 P16284,P54819
 D3DTS7,P54819
 P17612,P54819
 P49810,P54819
 P50454,P54819
 P37173,P54819
 P08670,P54819
P54821,Q9BW66
 P51687,P54821
P54829,Q6UXB4
 Q07325,P54829
 O14569,P54829
 O75355-2,P54829
 Q9NX47,P54829
 P78383,P54829
 P54274,P54829
 Q5SNT2-2,P54829
 Q9BSA0,P54829
 Q9NW97,P54829
 Q9UEU0,P54829
P54845,Q9XSK0
 Q96CV9,P54845
P16157-17,P54849
 Q68DC2,P54849
 Q9BQE5,P54849
 Q13520,P54849
 Q3SXY8,P54849
 Q15041,P54849
 P07307-3,P54849
 Q99437,P54849
 O15342,P54849
 Q8WVV5,P54849
 P51681,P54849
 P11049,P54849
 P09693,P54849
 P19397,P54849
 P11912,P54849
 Q8NHQ1,P54849
 O95484,P54849
 Q9Y5Q5,P54849
 P25025,P54849
 Q15125,P54849
 Q92838,P54849
 Q08426,P54849
 Q9Y282,P54849
 O15552,P54849
 Q96F15,P54849
 O15529,P54849
 Q9NZD1,P54849
 P28335,P54849
 Q6UXK2,P54849
 Q9HDC5,P54849
 P26715,P54849
 Q86VI4,P54849
 O95214,P54849
 Q8TAF8,P54849
 P43657,P54849
 Q96PB8,P54849
 Q8N112,P54849
 P21145,P54849
 Q13021,P54849
 Q9GZW8,P54849
 P35372-10,P54849
 Q96CS7,P54849
 Q01453,P54849
 Q9UI14,P54849
 Q9NS64,P54849
 A2A2V5,P54849
 Q9BZL3,P54849
 Q9HBV2,P54849
 P27105,P54849
 Q8N205,P54849
 Q0VAB0,P54849
 Q9Y6I9,P54849
 Q96MV1,P54849
 B3SHH9,P54849
 Q9NX00,P54849
 A2RU14,P54849
 Q8WW34-2,P54849
 E9PQX1,P54849
 Q9P0T7,P54849
 Q5TGU0,P54849
P54852,Q13520
 Q9NW68,P54852
 P11912,P54852
 P57739,P54852
 O95471,P54852
 Q96DZ9,P54852
 Q96BA8,P54852
 Q92838,P54852
 A1L3X0,P54852
 Q9Y282,P54852
 Q96KR6,P54852
 O75955,P54852
 Q8TBE3,P54852
 P36382,P54852
 P08034,P54852
 Q99795,P54852
 Q9BZJ8,P54852
 Q9BUP3,P54852
 P38484,P54852
 P26951,P54852
 Q8N743,P54852
 P26715,P54852
 Q5T700,P54852
 A8MZ59,P54852
 Q8TAF8,P54852
 Q9HCJ2,P54852
 Q9Y5Y7,P54852
 Q95460-2,P54852
 Q96HJ5,P54852
 P15941-11,P54852
 P35372-10,P54852
 Q96CS7,P54852
 Q04941,P54852
 P10114,P54852
 Q96TC7,P54852
 Q9NR31,P54852
 Q8WVN6,P54852
 Q8N7X8,P54852
 Q9P0V8,P54852
 Q9BRI3,P54852
 Q9NQQ7-3,P54852
 Q9BZL3,P54852
 Q9HBV2,P54852
 Q96CE8,P54852
 Q9NW97,P54852
 Q9Y320,P54852
 O95859,P54852
 Q15836,P54852
 Q86XK7,P54852
P54886,Q6RW13
 Q96DZ9,P54886
 O75208,P54886
 Q6PI48,P54886
P42858,P54920
 P46459,P54920
 O00161,P54920
 Q12846,P54920
P54922,Q96BD6
 Q12800,P54922
P36544,P55000
P49639,P55001
P22607,P55008
 P06396,P55008
P55010,Q9UNI6
 P42858,P55010
P15311,P55011
 O95747,P55011
P55036,Q16186
 P42858,P55036
 P28066,P55036
 P62191,P55036
 P62195,P55036
 O00232,P55036
 Q13200,P55036
 P55036,P55036
 P54725,P55036
 P54727,P55036
 P0DPB3,P55036
 Q9BYB0,P55036
 Q9NUJ3,P55036
 P0CG48,P55036
 Q05086,P55036
 Q05086-2,P55036
 Q9UMX0,P55036
 Q9Y5K5,P55036
 P24610,P55036
 Q62921,P55036
P38919,P55039
 P0C870,P55039
 Q8WXH2,P55039
 Q15742,P55039
 Q9H446,P55039
 Q7Z699,P55039
 Q96PN8,P55039
O43865,P55040
 Q8N2N9-4,P55040
 Q8WXK1,P55040
 Q9BUH8,P55040
 Q6PI77,P55040
 Q6QNY1,P55040
 Q9H2G9,P55040
 Q8NDD1-6,P55040
 P54284,P55040
 Q9H257-2,P55040
 Q68D86,P55040
 Q86Z20,P55040
 A6NC98,P55040
 Q01850,P55040
 Q8NHQ1,P55040
 Q9Y2V7,P55040
 Q96MW5,P55040
 A8MQ03,P55040
 Q8NFT6-2,P55040
 Q05D60,P55040
 Q9NRI5-2,P55040
 Q9BQ95,P55040
 Q5JST6,P55040
 Q96B26,P55040
 Q8TAE8,P55040
 O95995,P55040
 Q08379,P55040
 A6NEM1,P55040
 Q9HD26-2,P55040
 Q96ED9-2,P55040
 O75031,P55040
 Q8IYA8,P55040
 Q9UKT9,P55040
 Q0VD86,P55040
 Q8NBZ0,P55040
 Q1MX18,P55040
 Q86U28,P55040
 Q9H079,P55040
 Q7L273,P55040
 Q9BVG8-5,P55040
 Q15323,P55040
 O76011,P55040
 O76013-2,P55040
 Q6A162,P55040
 P02538,P55040
 P78385,P55040
 P60409,P55040
 P60410,P55040
 P48059-3,P55040
 Q9P2M1,P55040
 Q9BRK4,P55040
 Q96EZ8,P55040
 Q14696,P55040
 A0A0C4DFN3,P55040
